9753,7647
7640,5092
7710,5180
7779,5267
7849,5355
7918,5443
7988,5531
8058,5618
8127,5706
8197,5794
8266,5882
8336,5969
8408,6060
8412,6065
8416,6071
8421,6076
8461,6127
8540,6225
8623,6327
8711,6433
8803,6543
8899,6657
9051,6836
9158,6959
9164,6967
9171,6974
9177,6981
9183,6989
9190,6996
9196,7004
9203,7011
9212,7022
